,transcriptcomponentid,transcriptid,companyid,companyname,componenttext,Rating
1382994,76912643,1957653,553595748,Equitrans Midstream Corporation,Can you give some future guidance on what you expect the upcoming impairments if they need to be?,0
821693,51537704,1273526,277854,"Hawaiian Electric Industries, Inc.","Yes, it's in -- maybe a couple of comments here and then Tayne can contribute as well. First of all, our actuals for year-to-date was impacted by the denial of HEP, which cost -- that was an $85 million anticipated purchase equitized at roughly 56%, which we anticipated to be around the timing of the first quarter in our original guidance. So you have that impacted this year, which impacted ROE expectations. Secondly, the $14 million loss on the RAM on an actuals to actual basis, all of which has been incurred now because of that onetime transition. $14 million over our equity invested into the utility will get you -- you can do the math on that. It's just $14 million net income will get you somewhere around 70 to 75 basis point reduction in what we've achieved year-to-date. So you make adjustments for that for the current period. Looking forward, the purpose of slide 2016 -- or the 2016 consolidated ROE lag was to show -- to demonstrate largely what the structural issues are that are embedded in our rate structure generally. And that 50, 60 basis point lag, it tends to be structural and not something that's likely to be recoverable through the rate case cycle. But as you look to the right on that slide, past the structural items, you see -- we demonstrated, if in 2016, had we been able to recover our full cost of service and return on our investments, that would've made 120 basis points differential. Meaning that's the opportunity that we see as we go through our first rate case cycle in 6 years to true-up the decoupling mechanisms and go through a standard rate case cycle. That's the upside. That's the opportunity that we see to improve our performance through a full recovery of our cost of our allowed cost at our allowed rates.",-2
1028872,60663129,1535710,312949,Alliant Energy Corporation,"Yes. So the legislation has been passed in May, but we're still working through the procedures on how the filings will work for a future test period. That'll probably take through maybe the end of this year, into early next year. So we -- probably we'll have a better sense of that when we get closer to the next regulatory filing date, which we're targeting right now to be probably sometime in early second quarter of 2019, with the first round of wind expansions that we're targeting.",0
1122090,64672458,1641608,311907,"Varian Medical Systems, Inc.","You've seen from us that, I would say, EMEA is kind of the tale of 2 cities. On the one hand, Western Europe, core Europe, is pretty much a replacement market and that flows pretty fast, and that's clearly what we've seen from a Velocity backlog point of view as kind of some of the calls we had last year as we talked through some of the faster pacing of the European market. The emerging market -- emerging market segment is not quite that fast but more of those vaults tend to be new. We're waiting on a new vault to be built. So it's kind of a function of what mix hits us in what timing, I'd say, especially in last half of last year we saw an acceleration of that kind of core Europe market and thus, pacing picked up. Yes, I'd say over time, when we kind of look at the numbers, our -- the quarter in Europe was very good constant currency growth of 17%. On the trailing 12 month, constant currency growth's 14%. So it's been pretty solid for a while. I think we're still pretty bullish about what we see in our funnel. Both segments of the market have been growing. We've seen a lot of replacements in conventional Europe and in our emerging market piece of that geography really good growth, and we certainly don't see that slowing down at all.",3
974350,57962737,1457912,325333,Central Garden & Pet Company,"We believe in both, to be very honest. So we're seeing strong growth in our branded business across all the categories where we compete. And same in brick-and-mortar. Growth in private label does not mean that the growth in the branded will diminish. So we actually see growth coming, and we were planning to participate in both.",3
1004781,59953779,1515757,31153,"Martin Marietta Materials, Inc.","Yes, what I'll do Jerry (sic) [ Garik ],   I'll comment that the incrementals, at least, for where we are in the year, has been right about where we thought that they would be given our guidance. A couple of things that I'll speak to, but I'll ask Jim to speak to it more specifically. Clearly, we have had some higher cost per ton issues, most likely related to energy and some higher equipment rentals as well because we are anticipating greater volumes in different parts of the country, and we've talked about those different parts of the country, particularly the east that we think are recovering but that should leave some top side comments. Let me turn it over to Jim to let him respond to you more clearly.",2
669104,44948134,1072936,36602,"Whole Foods Market, Inc.","Walter just adding one more thing here. And if you think about the evolution of the Affinity platform, it's our ability to really focus the investments against the customer that we actually know who they are and what they want, and the return on the investments there are 4x, 5x what they are to the general population. So it becomes a much more effective use of the dollars that we would invest.",1
1297146,73476495,1876747,165298,Huntsman Corporation,"Yes, thanks. Thanks, Kevin. Yes, you're right. Think about going forward that -- this remaining business will have probably between $250 million to $275 million of what I'd call ongoing CapEx and think about mandatory spend in that $250 million to $275 million of around $150 million to $170 million. The $270 million I stated includes $15 million for this new splitter. It does not include any of the spending that's in a discontinued operations. That $70 million for the discontinued ops is in addition to that, and we're now just reporting on a remaining basis of continuing ops. So the $70 million is apart and separate from the $270 million, and it is largely mandatory expenditure.",0
288475,19466164,412422,4204816,"CBRE Group, Inc.","Okay, Brandon, it's Bill here. Thank you for that question. I -- one of the things I'd say is the -- one of -- the #1 thing I like about our 2012 performance is that the expansions that we booked, 56 in total, show us that we've got good client satisfaction, show us that our people are focused, that shows us their clients trust us and therefore they're willing to work with us in more places. And in fact, when you look at the 2 cases highlighted on the slide, Microsoft and State Street, they were U.S. multinationals that expanded with us in EMEA and Asia Pacific. So the customer doesn't have to originate in EMEA and/or Asia Pacific. We can get a lot of expansion on a year-over-year basis with U.S. multinationals, which is a key part of our growth metric.",2
146469,13646249,275685,409424,Targa Pipeline Partners LP,"Sharon, it is. It's the mid-point between the $200 million and $225 million EBITDA. That's the pricing assumption we used. It's based on a curve for 2012 and it was the pricing in place when we ran our model. It includes Conway pricing for our WestOK and part of our Velma production as well.",1
1195161,67528794,1720505,1027055,"Verisk Analytics, Inc.","So Hamzah, thanks for the question. I think there is a way to think about it and it is -- it revolves around CapEx. And so a lot of our investment takes the form in -- of internally developed software and so that's captured in CapEx. And as we had discussed previously, a lot of the acceleration was associated with the ramp-up of Geomni and the purchase of planes and sensors to build scale in that business. And while we continue to invest in that business, it is at a lower level on -- proportionally relative to revenues than it had been in the past. And hopefully, as you saw in this quarter, the capital intensity, in other words, the CapEx as a percentage of revenue, showed a decline relative to that level. And you saw in terms of the absolute growth rate a slower level of growth. And so I think that is one way to think about the level of capital intensity within the business. Beyond that, we have OpEx expenses associated with a number of our breakout initiatives and we expect that to continue to grow as we fund these new breakout initiatives across the business. Some of them are profitable, some of them are at an earlier stage where they may be lower-margin or not profitable yet. But across the board, we would expect that investment to continue to expand at a reasonable pace and scaled against our overall operating margin expansion that we seek to achieve.",1
17031,6398660,91018,252862,VOXX International Corporation,"Well, the number one goal for next quarter is to maximize top line revenue. That has been our key goal for some time, and the economy has been making that difficult to achieve. But that is where we're going to get the biggest impact at Audiovox on the bottom line and for our shareholders, is to drive the top line.",-2
111161,11739982,194654,281121,Griffon Corporation,"Yes. And as Tim just noted earlier that the CREW 3.1 is lumpy, some of our R&D expenditures and business development expenditures are equally lumpy and they come in at a discrete quarter or maybe a discrete 6 months rather than spread evenly over a fiscal year.",0
400352,26547837,584324,32307,NVIDIA Corporation,"Well, as we look into Q1, the overall revenue guidance is about a 10% growth over the prior year. We will see -- we've foreseen a definite strength year-over-year particularly in our enterprise business, which we will definitely see all continue. Our GPU in terms of what we've seen in terms of GeForce, but we do expect there is a sequential decline from Q4 in overall desktop and notebook shipments. So that is baked in there from a sequential standpoint. We'll see how the quarter goes in terms of [indiscernible] feel pretty solid about the levels that we ended in Q4 and what we see heading into Q1. But that's all taken into account into that guidance of 10 50.",2
1443246,79133642,2022699,100849045,Bally's Corporation,"Larry, this is George. So yes, we've been encouraged by the results of the first 6 tribal casinos that have opened. It certainly appears to be some pent-up demand there. Now they've been operating at 50% capacity. Indications that we're getting from our regulators as it relates to Mississippi should be around 50%. And for Rhode Island, although we have 40 -- about 40% of our gaming positions that will be able to be utilized, that effectively equates to about 65% of the positions that are utilized at any peak period of time. So we feel comfortable about that. 
So we think there's going to be some pent-up demand. We think the openings will be limited from an amenity perspective, so you'll be getting more of a pure gamer that comes to the facility. I've been obviously reading up a lot on everything that's been occurring, and it appears like a gamer is a risk taker. And that bodes well for us and it certainly makes sense. So it's to be seen what happens, but we're prepared for all scenarios. We can certainly go into any level of detail from our phasing perspective as it relates to that. But we're encouraged by the initial results and we feel because we're in a regional market we'll have an upper hand as opposed to being in a resort or an area that requires any airlift transportation.",2
1395513,78761430,2013008,175749,Equifax Inc.,"And those, John, are happening as we speak, meaning, just with the massive spike in unemployment claims coming in, Manav, we're certainly in revenue mode with those subscription agreements that we have.",-3
423231,28171998,625136,117842106,Andeavor Logistics LP,"This is Scott Spendlove. On the call this morning we had with our Tesoro shareholders, we talked about that. There is a fairly fixed process of review and approval with the FSEC that typically should take about 12 months. We started that process in August of last year, 2013 and have been progressing relative to that process as well as we can. Right now, we're waiting to be asked to submit an environmental impact study that is required as part of the permitting approval process, that has not come thus far. And at this point, we're about 6 to 8 weeks behind where we expected to be at this point. So whereas before, we thought a year process now, we're looking just a little bit longer than that. But we still expect to receive the permit sometime around the end of this year, beginning of next year, with construction taking about 12 months once we receive the permit.",-1
858448,53419368,1330816,293889,"ONEOK, Inc.","Yes. The op costs are really just more of our growth and dealing with that. Yes, there was a little bit in there for the hurricane. But again, every quarter, you typically will see some onetime attributes. But I think that'd be probably be a decent run rate as we think about going forward.",0
402982,26726227,588512,370122,"Sonic Automotive, Inc.","Yes. It’s the second comment, it’s just not, there is not enough volume out there and even the Toyota recalls are all very small, a lot of parts and labor there, real quick turnaround, so it’s certainly nothing that’s going to even register on the scale.",0
917825,55799813,1398436,34780,"Stericycle, Inc.","Yes, obviously, the CAGR is over the entire business over the 5-year period. Certain parts of our business are growing well, C&RS and the Secure Information Destruction Services. We do anticipate -- as you can see from the revenue tables on the guidance we gave for 2018, we still see a decline in RWCS next year. That's obviously continued pressure on the discounting in SQ, and it has some impact as well, Gary, on the divestiture of the assets. We feel that, when we leave '18, we will start to grow the business from '19 and forward. But certainly, we have short-term challenges. When we look at the CAGR, the CAGR is over the entire portfolio.",-2
566688,39902876,936606,269764,Entergy Corporation,"Dan, this is Drew. And so we previously discussed that for the first couple of years, we already had an expectation for bonus depreciation baked into our financials. And so getting out to 2018, there's really not much impact on our overall rate-based expectation. In fact, it still remains right in the middle of our previous ranges that we provided. So really quite minimal impact on us overall, through the guidance range or through the outlook range.",1
303435,20090114,426607,319993,MGIC Investment Corporation,"Well, the policy -- certainly the servicers have a duty to get help mitigate losses. We analyze the claims that come through looking for -- to make sure that proper servicing is taking place, offering modifications, repayment plans, et cetera. To date, we haven't seen significant levels of that in the claims that we've been processing. We'll certainly keep an eye out for that and we do have -- as I said, the servicers do have that duty to mitigate losses. So is their explicit language that I could point you to in the policy, that's says X, Y and Z? No, but there is a duty to mitigate losses.",0
803121,50989262,1258673,338134,Eagle Materials Inc.,"None of them really stands out to us. We're covered and locked in with synthetic gypsum. Natural gas, our energy is just up a little bit, but nothing noteworthy that we're concerned about.",0
50793,8179208,123377,93625,CVS Health Corporation,"And, Meredith, from my perspective, there are some analogies to be made in terms of what was done in the Retail business some years ago when the P&Ls were introduced for field managers. And being able to outline for any individual whether on the Retail side or the PBM side in terms of where there are opportunities to create a win-win because those opportunities identify savings for the clients, for the payers, and at the same time, they see the benefits to the business and how that flows through to the P&L. So I think we're all very encouraged in terms of the level of reception that is being received by the sales teams.",1
797920,50809713,1253840,370857,The Boeing Company,"You bet. Doug, first of all, on your initial question, absolutely confirmed. We still expect year-over-year cash growth throughout the end of the decade. Even with a higher foundation, starting point for that based on the performance this year, we still expect year-over-year cash growth going forward. A lot of that, again, is driven by just fundamental performance of the business, increasing profitability on the 787. You can see the progress we're making there. And we expect to make more progress going forward, the ramp-up on 737 production and just fundamental improved performance across our programs. So we'd still expect this to be a sustained year-over-year cash growth business. Now our work on margins, as you referenced, contributes to that. We still have our target out there for our teams to get to 15% margins by the end of the decade. You can see that we're making progress towards that target. And as we've mentioned to you before, we expect that to be steady progress, not progress that waits till the end of the decade. We expect to see incremental margin improvement over the next several years. That is a contributing factor, and we're keeping that target closely in focus. And then on the CapEx point, you did see us reduce our guidance for the end of the year in terms of CapEx spend this year, reflecting some efficiencies in our performance as well as a bit of timing. But you should expect to see a very stable CapEx profile going forward. I said part of our plan for the company is to have a non-cyclical business and a well-tailored R&D and CapEx profile. And we think, as we're in the middle of 777X, over the next few years, that will be winding down. We have other investments that we're contemplating for the future, but all of those are feathered in to provide us a very nice, stable CapEx and R&D profile for the rest of the decade.",2
189086,14657687,297379,35806,"Triumph Group, Inc.","I mean, it was an unfavorable -- it reduced the otherwise favorables.",-2
1399882,77297248,1967725,187662,SVB Financial Group,"The overall value on a pretax basis was close to $230 million. So what we're seeing on a quarterly basis, and this is included in the materials, is something close to, let's call it, $13 million to $16 million of benefit that's going to come through. And that's going to amortize back into interest income over the next 3 to 4 years. So over the next 1 to 2 years, in particular, you will see that $13 million to $16 million benefit coming through.",2
1327562,73708574,1882322,33574,"Urban One, Inc.","Great. Well, thank you, everybody. Please feel free to reach out to us off-line, if you have any additional questions. We'll talk to you next quarter.",0
1407368,78930331,2017329,545985501,ChampionX Corporation,"Yes. No, I think you're exactly right. I think production shut-ins do impact the production chemical business, right? So if the well is not flowing, the need for chemicals with -- lowered or much reduced. So there is -- so it will affect the production chemical business.
But on the other side of it, just like for our rod lift business, when the production resumes, when the wells are starting to come back on, there will be a pent-up demand of well servicing, pent-up demand of replacement. So that will resume, and the same is true for production chemicals. In fact, the initial use of production chemicals can be more as that well gets opened up because -- to deal with scaling issues and other things.
So as the shut-ins happen, there will be an impact. But then when they resume, you're going to see an incrementally better demand for the production chemicals in the initial phases.",-2
1407883,78938017,2017502,124565,"TriNet Group, Inc.","So we are still -- this is Mike. So we are still working on making sure that our sales force is well-trained and that they are productive. As I said in the guidance, clearly, we're going to have a very depressed Q2 and Q3, and I think that we're still focused on long-term investments and adding to the sales force carefully and prudently over time.",-3
172165,14307964,290617,355432,"Lithia Motors, Inc.",We still see the domestics being slightly better than the imports with the luxuries lagging a little bit.,0
1447435,79507263,2031948,317037,"Fossil Group, Inc.","Yes. First comment is just important to note that, that presentation is really for refinancing purposes, as we stated on that. So not really made for investment purposes. But that said, what I would tell you is that's an estimate of store traffic and consumer traffic in the category, effectively being down a bit more than that with online business and the digital business being stronger. So it's just an expectation of it. In general, I would tell you it's a generally conservative outlook, really in order to ensure we could develop our financials to go through a refinancing discussion for revised covenants.",-2
602007,42609425,1011360,294639,"PPG Industries, Inc.","So if you start with Central America, I would say we're in inning 2, we're very early. We just rolled out our own Glidden products under the PPG brand that previously was a licensee. We started that about 15 months ago. The momentum is very significant. So we're very pleased with that. Clearly, as we gain more momentum, we've gotten phone calls from people down there. We anticipate continuing to get phone calls. Obviously, we're making our own phone calls. So yes, there's a potential for that. It's too early to talk about what that might shake out to be. But clearly, the model that we have in Comex, the concessionaire network model, plays very well into Central America, where you have entrepreneurial people that are looking to put extra TVs in their house, go out and buy a car. This model works very well down there, and we're exporting the Comex model into Central America. So that's a real positive for us. We're bringing the PPG products into Comex. That has continued the acceleration of the Comex sales. That's why we're more than 2x GDP. The Comex team continues to perform at a very high level. We've been pleased. We've added over 100 stores in the first half of the year. So we're adding a store every other day. Basically, we anticipate having over 170 stores by the end of the year. So we continue to get more geographic diversity. If you remember when we bought it, we said that we had higher share than normal in the central part and we were underrepresented in the north and the south. We're taking care of that, and so we're growing additional share and presence in both the north and the south. So overall, I couldn't be more pleased with our Comex team.",3
250045,17732642,370867,266430,Deluxe Corporation,"We haven’t put out the specific guidance on that yet, so I won’t give a specific number right now. But we've had, really over the past couple of years, we’ve had some benefits throughout several of the quarters that have been more onetime in nature. And we expect the delta between this year and next year really to be attributed to fewer of those onetime benefits.",-1
1326007,73088498,1868029,22298592,Global Partners LP,"Yes. Yes, the SG&A of $45 million in the third quarter, that's up certainly from $41 million or so, which was both in the first and the second quarter, and the increase is largely due to the crude incentive comp.",-1
36394,7751202,116362,4212820,Hanesbrands Inc.,"Yes. We clearly have substantial negative impacts from unit demand fall off, as prices continue to increase throughout the year built into our guidance. At this point, we're not really seeing any negative impacts from elasticity, but we do anticipate them for later and back-to-school and the holiday, but we've got all that built into our plan.",-3
552866,39223581,920410,34745,Starbucks Corporation,"Nicole, I'll start, and I think Mike can jump in to the second part of the question. What we see over long term is double-digit revenue growth in Channels every year and moderate margin expansion driven by leveraging cost of goods sold and overall operating leverage. Mike, do you want to take the rest?",3
1503703,85123403,2166493,380779777,"Warrior Met Coal, Inc.","Well, yes, what we're saying is the second quarter was worse for the year. So we expect it to be in that range, you said 1.7 million. That's halfway between the two.",-3
1136040,65009329,1649028,31500,Microchip Technology Incorporated,"I don't know about how everybody else is doing, so I will just speak for Microchip rather than the industry. A settlement of trade would be a bonanza. Our customers and distributors are so cautious. There is low visibility. They're building bare bones what they need for the backlog from their customers. Nobody wants to get stuck with anything depending on what happens. If the trade talks are settled prior to March 1, this would be a big bonanza.",-2
359083,23505430,510061,26949,"Big Lots, Inc.","Sure, Matt. Q2 -- the trends or the trajectory in Q2 was as expected. If you'll recall from the last call, we were concerned about the early trends in May and particularly, the Memorial Day weekend, where, as you'll recall, in most markets, it could have been 15 or 20 degrees cooler than the prior year. Memorial Day weekend is typically a big, big kickoff for us for summer and lawn and garden merchandise, and that business did not happen in May. In June, business got incrementally better, and in July, the comps for the month of July were actually essentially flat. So May comps were below the quarter, June comps were in line with the quarter and the July comps were essentially flat or better than the quarter number, which was very encouraging to us. So we're sitting here at the end of July saying we're right on trajectory to go into the back half of the year. Candidly, the first 2 weeks of August were not as encouraging for us, and comps were down to last year. Now the last week to 10 days, comps are back closer to that flat range. So what you see reflected in our Q3 guidance -- Matt and for others, because I know this is probably a common, common question out there, what you see reflected in our Q2 guidance is us acknowledging that we've got 2 different trend results here in August as we start the quarter. We do understand that as the quarter goes on, obviously, our business got more and more challenged last year, so we understand that there's a little bit lower bar out there. But coming out of second quarter, we felt pretty confident going into the third. And then again, the first 2 weeks of August gave us a little bit of, hopefully, what plays out to be a head fake, but we're really not sure just yet. So again, 90 days ago, we would have been talking about slightly positive comps in the third quarter. We thought it was prudent to adjust our expectations for third quarter and acknowledge that the early start to August and for some back-to-school was not as robust as we would have liked.",-3
1263314,70459397,1799870,31500,Microchip Technology Incorporated,"Okay. Sure. So we have 2 pieces of variable-rate debt in the portfolio. We've got a revolving line of credit and then a term loan B. The revolving line of credit had a balance of $3.197 billion at the end of June, and the term loan was $1.724 billion. So you're roughly $4.9 billion of floating rate debt. And we are seeing the Fed cutting interest rates, so we are getting a benefit of that today, and that's reflected in our guidance for the other expense that we've guided to the Street. That is the debt that we are paying down though still. We are paying down the variable-rate debt, and when that come down, we should see the benefit in the overall operating results. Does that address your question?",1
860955,53492145,1332733,27763231,ViacomCBS Inc.,"No, it's going to be funded in Q4. It will be funded in Q4, and again, and then that liability, that over $800 million will be transferred to an insurance company, thus, off of our books by the end of the year.",0
997452,59671894,1508478,29470,Hilton Worldwide Holdings Inc.,"No. It's very hard for us to track. I've asked that very question of my teams many, many times. As far as we can track and the best data I have, we don't think that there's been any material impact from the change in commission structure. My guess is there's a little bit of impact just because naturally, there should be. But -- and it's sort of hard to discern scientifically so it's more atmospherically. But our folks think that the momentum is being driven by sort of the core underlying fundamentals of more positive psychology, just people feeling better, being willing to make decisions on bookings because they're more confident about the future and not much to do about commission structures.",2
880183,54563425,1363292,251258,Enerpac Tool Group Corp.,"Well, this has been a strategy change that we've been working for quite some time now to develop a business that is not energy-dependent. And when you think about Cortland, it's a materials technology company and it applies fiber technology into multiple industries and we're starting to see some success there. So we broke the 50% mark on the revenue splits between energy-related customers and non-energy related customers. Really it was in 2016, we started seeing that. And now, that's accelerated and growing. So we hope, and our objective is to make sure that, that -- the nature of that business becomes more consistent in as we supply to med companies as well as to non-oil and gas, fiber, supply whether it's ropes and assemblies and even cabling applications that are non-oil and gas related. So the actions we're taking within that business to restructure it and to change its product mix away from energy, and also to in some cases, deal with some products and locations within that to reshape it, it will work, and we've seen that working. And that'll help the overall profitability of that business.",2
572059,41848625,989546,27189,"Cross Country Healthcare, Inc.","Yes, I know. And I don't have the data in front of me on the mix of our source of apps, whether it's online versus -- I think word-of-mouth and referrals are the highest, but I don't know the exact percentage.",0
1071841,62453482,1582348,128530849,"Bloomin' Brands, Inc.","Sure. I'll comment and then Dave. We are relocating these as fast as we can get the pipeline, because every time we relocate an Outback, we're seeing that 30% to 50%, so an average of 40%. And just great things happen. So this is a brand when it's given the right real estate, the AUVs in the box are terrific. So we're doing that as quickly as we can. It took us a while given the competition for sites, as you know, in this category to build that pipeline. We would love to go faster on the remodels. The source of our paces is supply, because we're looking for those A-quality sites. So we're going to do that as quickly as we can. As it relates to Outback, we've talked before about we see an opportunity for 50 incremental Outbacks, and that's also the pace at which we're able to do those, they're also going to be governed by the supply that's out there. You still have a tremendous amount of restaurants, new restaurant competing for the same basis, while other restaurants are hanging onto A sites. So it's a function of the category, but we'll relocate as quickly as possible. We see an additional 50 Outbacks as a real opportunity, I'd like to get those sites. And then on the Fleming's front. As you know, our last 5 Fleming's have just been terrific and opened well above the system average. Then so we're always on the lookout for those. So we feel very good about Outback opportunity for relos and new incremental units. We'd love to go faster. It's a function of supply.",3
66344,9532431,148468,190694,"Waste Management, Inc.","I think what you'll see is the SG&A will still be up year-over-year. It won't be up as much as we had planned from the beginning. But the initiatives, the customer-focused growth initiatives and the innovation and business optimization initiatives, are going to continue. And they're incremental to what we were spending last year. So what we've done is we've been sourced a lot of the consulting work and won't be needing that anymore. And we produced ads in a number of places and in a number of functions. So I think that it will -- I expect SG&A for the year to be a little under 12% of revenue.",1
968335,57753697,1451432,618908,Insulet Corporation,"And this is Mike. Just to fully answer your question, you had asked about our guidance and what's contemplated from a margin standpoint given the intermediaries. So in the United States, as an example, we go through distributors, but it's our sales force, it's our product support, it's our customer service. So the infrastructure that you think of in the direct business, we're having that same infrastructure in Europe, apart from these 2 markets of Italy and the Nordics.
All of what we guided to from an expectation on it being accretive as a business and improvements in gross margin, all of that is -- everything we're doing now is in line with those stated plans and expectations.",2
79752,10358935,164880,278143,HEICO Corporation,"Yes, I think we've got a lot of great products out there. We've got a fleet which continues to age. I mean, there invariably are going to be bumps in the road. There are times the airlines put out more aircraft and pull some aircraft off. But we're very bullish on the overall direction of this. We think the tide, the sea level is going to continue to increase. I mean, the tide will go up and down accordingly. But overall, I think we're going to do pretty well there. Our guidance is a little bit more conservative for the back half of the year, given the economic -- the worldwide economic situation today. We have not, thus far, seen any changes from our airline customers in terms of utilization or maintenance plans that would affect us. But we're -- we always want to keep that in mind and make sure we've got things properly balanced.",2
1475229,82956310,2109393,110741,"Leidos Holdings, Inc.","Joe, one other point. Aside from the Health business, in the Defense Solutions segment, and in particular, our intelligence agency customers, they've seen very real mission impacts because of the need to partially close their work locations and they're eager to work with us to get people back in those work locations. And that is a process that's currently under way. 
Last point that I would make, and one of the things that we've learned from how we've had to operate, we've reduced our cost structure. And when you take the VirnetX settlement and when you take out the COVID-19 impacts to the business that are arguably temporary, the business had a 10.9% EBITDA margin in the quarter. And while EBITDA margins go up and down from quarter-to-quarter, we do feel confident that, on an ongoing basis, what this has done is we've leaned out the business even further than we have, which gives us strong visibility into good margins into 2021 and beyond.",2
819162,51388114,1269237,181943700,"Engility Holdings, Inc.","Yes, and Lucy, what -- and probably if I talk to -- and if I don't cover everything you asked there, come back to me, there were a couple of points. You first asked about second half relative to first half. And we are saying flattish. Probably the biggest driver for us there is we have 5 less working days in the second half of the year. So we run at about $8 million a day, that's about $40 million and so that has some impact for us. I mentioned earlier, we have some larger programs that we'll see adjudicated here second half, which could have an impact, whether they are protested or not protested, would have an impact. So it's a little bit tough to say, even upon a win, can we get anything into the year revenue-wise and at this point the longer -- the later in the year we get the less likely it is that we drive revenue there.",-1
1227853,69503921,1775771,361581,"Autoliv, Inc.","Thank you. Of course, the outperformance prediction that we are giving is based on the order book market share that we -- the order intake market share that has built our order book over the last couple of years. And according to our predictions here is that we should start to see that outperformance starting in Japan towards the end of the year, all in line with how we actually also got the market share gains in the new order intake. So it follows basically that, but with the 18 to 36 months delay in the implementation time there, as we said. And in Americas, we expected to continue to outperform, but of course, at significantly lower numbers as we now, you could say, have come through a full year here from when the step-up of launches start. So you will see lower numbers in, let's call it, the early launch regions in the second half of the year.",2
1260948,70328549,1795953,257762,CNA Financial Corporation,"I think from a rate perspective, that is what we're seeing. So we're starting to see rate flattening a bit, maybe starting to get less negative than it has been. So certainly, we're seeing that. I mean, just to put it in the context of loss cost trends there, it's -- we're also starting to see frequency flatten a bit, even as severity has maintained quite a benign spot.",1
851400,53771673,1340893,262033,"Coeur Mining, Inc.","Mark, this is Frank, again. As we've stated we plan to begin operations there in the first quarter, it will be a ramp up, it will be lower tonnages in early days, something in the range of 300 tons to 400 tons per day. I'm expecting that by the end of the year we would have ramped up to the 1,000-ton per-day rate,  that's subject to getting that permit approval that we need to go higher. But we don't see any issues with that at the moment either.",1
204670,16176742,334035,31197,"Mattel, Inc.","Well, this is something where we always are very careful about what we say about Fisher-Price because Fisher-Price is still gaining share of the total toy category, in the infant/preschool category in the U.S. and in Europe. So the brand is still successful. What we believe we're trying to do is we're trying to help this brand achieve its global potential. And that's why we're working so hard on the building blocks, like the advertising and the digital space in our website, as well as working on other things for next year. So as you recall, we've always said this is a mom-driven brand, which tends to respond a little more slowly than a kid-driven brand. So I would hope that as we continue to work on these building blocks, that we'll begin to see some improvements in the near future.",2
321115,21146564,451829,28387905,"Innophos Holdings, Inc.","Mark, do you have the first quarter number? I would expect it's not much changed from the 10%.",0
706026,46655885,1124719,140577663,"Enova International, Inc.","No. No, it's just -- it's a longer buying cycle in that product than the short-term product. We cut some direct -- direct mail's a larger channel for the near-prime product, and that just goes through cycles that take longer to reactivate than maybe the short-term product where there's more lead providers, which you can turn back on a little more quickly. So just take -- took a little bit longer to reactivate NetCredit than it did the shorter-term products, but the business still grew 43% year-over-year. The flip side of the slower growth in the fourth quarter was good profitabilities. We mentioned we ended up over $25 million of EBITDA contribution, which was well above the $20 million we were kind of guiding to. So that business is still looking great. Credit performance has been really good. Unit economics continue to improve. So yes, we don't have any serious concerns over the NetCredit product right now.",2
746995,48452378,1177652,273607,Freeport-McMoRan Inc.,"Yes. Yes, and the MOU makes that clear. The issue is we would then fall back with their regulations, which would restrict our rights to export. But the time frame, and this was -- we had suggested this back in January, was to give us a period of time to negotiate a long-term solution and during that period, allow us to export and allow our contract -- recognize that our contract stays in place. And that's what the MOU does, and this MOU will be filed as publicly.",0
610574,43644705,1037976,955448,ManTech International Corporation,"So we are expecting -- so the proposals have been submitted. We are expecting rounds of questions in August. And then usually following that, there's the opportunity to resubmit the bid, and the award will be sometime in the, at least we've been told, the late second quarter or early third quarter of 2017.",0
457135,31350655,709907,331205,Reliance Steel & Aluminum Co.,"Correct, yes. We've been blacked out in the market pretty much the whole month of October and...",-3
428193,28438586,632028,33054673,Oaktree Specialty Lending Corporation,"When I give a return on equity to the product, and you bring up a good point. I'm not including in the income stream, the OID that will be generated by ramping up a new portfolio or that portfolio. So the return on equity is a stable return on equity, not a full return on equity. So it's actually higher as you point out. But I think we're setting this up really for the unitranche product. Fifth Street is really is a specialist and only 1 of 3 companies -- 1 of 3 lenders that effectively provide a consistent unitranche products to the sponsored community. And that product line is very important because it has very strong risk adjusted returns. The only issue with the unitranche, of course, is they are big. And they need to sliced across different vehicles and levered appropriately. So while that be first lien they're really be first lien unitranche loans that we're targeting that to -- I'm not saying there's not going to be the other types of loans in there, there will be. But unitranche is really what this was set up to handle.",1
1222634,69099756,1765200,396922,Korn Ferry,"I would continue to think about it how we've been doing it in a balanced approach. And so we are -- we did -- we repurchased about 1.5% of shares this last year and had a dividend. We're continuing to look at M&A opportunities. So I would think it's going to be the same kind of game plan. Obviously, it's going to be market dependent.",1
